Date;AUD;CAD;EUR;JPY;NZD;NOK;SWK;SWF;GBP
2010-07;-2,30;-0,37;-0,67;-1,79;-0,51;-1,89;-0,67;-1,34;0,23
2010-08;-2,16;-0,38;-0,67;-1,57;-0,42;-1,81;-0,72;-1,38;0,22
2010-09;-2,10;-0,64;-0,70;-1,64;-0,31;-1,50;-0,79;-1,17;0,16
2010-10;-1,80;-0,63;-0,74;-1,51;-0,41;-1,39;-0,93;-0,96;0,21
2010-11;-1,92;-0,57;-0,72;-1,46;-0,23;-1,58;-0,97;-1,08;0,23
2010-12;-2,32;-0,92;-0,83;-2,02;-0,43;-1,89;-1,36;-1,50;-0,01
2011-01;-2,46;-0,96;-0,98;-2,04;-0,71;-1,67;-1,49;-1,45;0,00
2011-02;-2,56;-0,98;-0,94;-2,21;-0,87;-1,91;-1,87;-1,56;-0,05
2011-03;-2,53;-0,98;-0,87;-2,10;-0,34;-1,73;-1,87;-1,37;-0,05
2011-04;-2,54;-1,00;-1,10;-2,18;-0,26;-1,93;-2,07;-1,31;-0,11
2011-05;-2,46;-0,92;-1,10;-2,00;-0,43;-2,26;-2,11;-1,26;-0,10
2011-06;-2,44;-0,90;-1,21;-1,87;-0,43;-2,11;-2,12;-1,20;-0,03
2011-07;-2,61;-0,95;-1,45;-1,87;-0,39;-2,27;-2,37;-1,49;-0,13
2011-08;-2,42;-0,69;-1,17;-1,20;-0,23;-2,37;-2,22;-0,95;0,04
2011-09;-2,37;-0,67;-1,21;-0,91;-0,07;-2,12;-2,22;-0,75;0,07
2011-10;-2,34;-0,76;-1,21;-1,01;-0,10;-2,08;-2,33;-0,85;-0,08
2011-11;-2,33;-0,77;-1,00;-0,82;-0,35;-2,26;-2,41;-0,82;-0,19
2011-12;-2,39;-0,87;-0,72;-0,86;-0,53;-1,81;-2,38;-0,98;-0,27
2012-01;-2,42;-0,92;-0,54;-0,89;-0,59;-1,74;-2,37;-1,01;-0,36
2012-02;-2,28;-0,89;-0,36;-0,91;-0,50;-1,54;-2,01;-1,07;-0,25
2012-03;-2,29;-0,98;-0,46;-1,11;-0,51;-1,36;-2,13;-1,16;-0,30
2012-04;-2,38;-0,89;-0,54;-1,04;-0,57;-1,42;-2,08;-1,15;-0,29
2012-05;-2,28;-0,75;-0,55;-0,86;-0,60;-1,44;-2,12;-1,00;-0,29
2012-06;-2,19;-0,73;-0,39;-0,73;-0,67;-1,38;-1,95;-0,73;-0,22
2012-07;-2,16;-0,72;-0,15;-0,65;-0,58;-1,43;-1,90;-0,74;-0,19
2012-08;-2,01;-0,71;-0,18;-0,79;-0,50;-1,39;-1,91;-0,89;-0,31
2012-09;-2,09;-0,75;-0,08;-0,89;-0,64;-1,27;-1,59;-0,91;-0,30
2012-10;-1,86;-0,80;-0,13;-0,91;-0,68;-1,32;-1,49;-0,94;-0,27
2012-11;-1,64;-0,76;-0,15;-0,86;-0,62;-1,31;-1,44;-0,91;-0,16
2012-12;-1,43;-0,80;-0,26;-0,86;-0,60;-1,20;-1,36;-0,94;-0,16
2013-01;-1,44;-0,83;-0,26;-1,06;-0,82;-1,23;-1,14;-0,92;-0,12
2013-02;-1,40;-0,86;-0,29;-1,23;-0,63;-1,01;-1,01;-1,06;-0,09
2013-03;-1,36;-0,95;-0,47;-1,39;-0,67;-1,36;-1,06;-1,01;-0,28
2013-04;-1,41;-0,86;-0,42;-1,09;-0,86;-1,23;-1,06;-0,95;-0,27
2013-05;-1,38;-0,89;-0,50;-0,98;-1,00;-1,30;-1,11;-0,97;-0,28
2013-06;-1,38;-1,08;-0,65;-1,40;-0,93;-1,26;-1,19;-1,04;-0,29
2013-07;-1,32;-1,18;-0,91;-1,72;-0,79;-1,42;-1,33;-1,29;-0,41
2013-08;-1,29;-1,17;-0,91;-1,97;-0,72;-1,35;-1,33;-1,41;-0,34
2013-09;-1,21;-1,15;-0,83;-2,08;-0,56;-1,12;-1,14;-1,52;-0,28
2013-10;-1,06;-1,15;-0,79;-1,97;-0,45;-1,08;-1,14;-1,38;-0,26
2013-11;-0,99;-1,21;-1,00;-2,06;-0,52;-1,33;-1,29;-1,51;-0,28
2013-12;-1,12;-1,28;-1,13;-2,15;-0,64;-1,41;-1,21;-1,48;-0,28
2014-01;-1,13;-1,39;-1,14;-2,20;-0,74;-1,37;-1,19;-1,72;-0,28
2014-02;-1,04;-1,35;-1,19;-2,07;-0,76;-1,32;-1,19;-1,60;-0,22
2014-03;-1,11;-1,34;-1,27;-2,06;-0,95;-1,28;-1,23;-1,61;-0,27
2014-04;-1,19;-1,36;-1,34;-2,05;-1,17;-1,37;-1,35;-1,69;-0,31
2014-05;-1,29;-1,34;-1,31;-1,94;-1,40;-1,39;-1,42;-1,63;-0,20
2014-06;-1,40;-1,39;-1,27;-2,01;-1,45;-1,46;-1,36;-1,73;-0,15
2014-07;-1,55;-1,44;-1,36;-1,95;-1,65;-1,51;-1,19;-1,77;-0,15
2014-08;-1,46;-1,45;-1,37;-1,87;-1,71;-1,50;-1,07;-1,74;-0,23
2014-09;-1,48;-1,45;-1,46;-1,96;-1,85;-1,55;-1,26;-1,78;-0,39
2014-10;-1,46;-1,40;-1,36;-1,76;-1,75;-1,48;-1,01;-1,59;-0,40
2014-11;-1,55;-1,45;-1,47;-1,84;-1,79;-1,68;-1,19;-1,76;-0,52
2014-12;-1,72;-1,49;-1,46;-1,80;-1,91;-1,67;-1,21;-1,62;-0,61
2015-01;-1,56;-1,19;-1,32;-1,50;-1,94;-1,70;-0,98;-0,87;-0,62
2015-02;-1,60;-1,41;-1,50;-1,54;-2,18;-1,77;-1,17;-0,92;-0,58
2015-03;-1,60;-1,44;-1,62;-1,54;-2,19;-1,85;-1,18;-1,01;-0,57
2015-04;-1,57;-1,34;-1,58;-1,51;-2,13;-1,80;-1,15;-0,90;-0,51
2015-05;-1,16;-1,26;-1,39;-1,69;-1,89;-1,78;-0,99;-1,23;-0,50
2015-06;-1,23;-1,38;-1,30;-1,78;-1,73;-1,62;-0,91;-1,24;-0,51
2015-07;-1,28;-1,30;-1,33;-1,78;-1,79;-1,59;-1,05;-1,38;-0,50
2015-08;-1,29;-1,32;-1,26;-1,65;-1,69;-1,62;-0,93;-1,31;-0,50
2015-09;-1,34;-1,29;-1,21;-1,67;-1,53;-1,38;-0,89;-1,29;-0,60
2015-10;-1,28;-1,25;-1,22;-1,63;-1,44;-1,27;-0,81;-1,37;-0,54
2015-11;-1,22;-1,22;-1,33;-1,75;-1,32;-1,69;-0,76;-1,48;-0,54
2015-12;-1,02;-1,23;-1,06;-1,59;-0,88;-1,30;-0,48;-1,05;-0,39
2016-01;-0,99;-1,27;-1,00;-1,59;-0,94;-1,24;-0,47;-1,18;-0,39
2016-02;-0,96;-1,08;-0,90;-1,35;-0,79;-0,91;0,03;-0,96;-0,34
2016-03;-0,97;-1,08;-0,95;-1,44;-0,74;-0,96;-0,11;-1,06;-0,42
2016-04;-0,87;-0,98;-0,89;-1,41;-0,80;-0,90;-0,02;-0,84;-0,31
2016-05;-0,85;-0,90;-0,86;-1,41;-0,93;-0,75;0,04;-0,86;-0,32
2016-06;-0,88;-0,88;-0,84;-1,36;-1,01;-0,88;-0,03;-0,85;-0,38
2016-07;-0,86;-0,86;-0,79;-1,15;-0,99;-0,86;-0,16;-0,75;-0,48
2016-08;-0,78;-0,88;-0,79;-1,03;-0,95;-0,85;-0,28;-0,69;-0,57
2016-09;-0,72;-0,89;-0,81;-1,14;-0,87;-0,85;-0,26;-0,82;-0,54
2016-10;-0,65;-0,94;-0,85;-1,24;-0,80;-0,83;-0,40;-0,80;-0,41
2016-11;-0,63;-0,95;-0,95;-1,39;-0,43;-1,23;-0,41;-0,83;-0,40
2016-12;-0,57;-0,93;-1,09;-1,60;-0,24;-1,01;-0,45;-1,05;-0,54
