Date;AUD;CAD;EUR;JPY;NZD;NOK;SWK;SWF;GBP
2014-12;2,47;1,13;-0,16;0,30;3,47;1,23;0,01;-0,21;0,33
2015-01;2,32;0,84;-0,17;0,39;3,48;1,27;-0,12;-1,08;0,33
2015-02;2,12;0,81;-0,18;0,41;3,46;1,18;-0,19;-1,05;0,33
2015-03;2,04;0,82;-0,19;0,45;3,45;1,35;-0,28;-1,03;0,33
2015-04;2,04;0,81;-0,24;0,47;3,44;1,30;-0,45;-1,00;0,33
2015-05;1,84;0,80;-0,25;0,50;3,34;1,23;-0,46;-1,01;0,32
2015-06;1,85;0,80;-0,27;0,52;3,14;1,03;-0,46;-1,02;0,32
2015-07;1,86;0,55;-0,28;0,47;2,94;0,97;-0,46;-0,98;0,32
2015-08;1,84;0,55;-0,30;0,47;2,81;0,94;-0,58;-0,98;0,31
2015-09;1,87;0,60;-0,31;0,49;2,65;0,81;-0,57;-0,99;0,32
2015-10;1,83;0,64;-0,33;0,51;2,71;0,77;-0,60;-0,97;0,32
2015-11;1,81;0,60;-0,41;0,57;2,55;1,06;-0,70;-1,09;0,26
2015-12;1,63;0,45;-0,63;0,61;2,19;0,61;-0,83;-1,23;0,07
2016-01;1,63;0,44;-0,66;0,54;2,16;0,60;-0,85;-1,21;0,08
2016-02;1,66;0,43;-0,71;0,56;2,07;0,52;-1,04;-1,27;0,07
2016-03;1,65;0,46;-0,77;0,63;1,87;0,40;-0,96;-1,22;0,07
2016-04;1,58;0,51;-0,79;0,59;1,85;0,39;-0,98;-1,21;0,07
2016-05;1,36;0,44;-0,82;0,60;1,79;0,34;-1,08;-1,24;0,05
2016-06;1,36;0,41;-0,82;0,56;1,88;0,41;-1,09;-1,29;0,05
2016-07;1,29;0,41;-0,86;0,56;1,76;0,32;-1,17;-1,29;-0,07
2016-08;1,10;0,37;-0,90;0,56;1,58;0,36;-1,18;-1,34;-0,25
2016-09;1,08;0,35;-0,91;0,57;1,64;0,45;-1,15;-1,33;-0,26
2016-10;1,09;0,35;-0,91;0,57;1,57;0,41;-1,12;-1,32;-0,27
2016-11;1,00;0,25;-1,00;0,61;1,28;0,67;-1,30;-1,44;-0,36
2016-12;0,87;0,17;-1,15;0,53;1,08;0,28;-1,43;-1,57;-0,52
